UserId;ActivityId;Rating;;;
1;1;4.0;;;
5;1;4.0;;;
7;1;4.5;;;
15;1;2.5;;;
17;1;4.5;;;
18;1;3.5;;;
19;1;4.0;;;
21;1;3.5;;;
27;1;3.0;;;
31;1;5.0;;;
32;1;3.0;;;
33;1;3.0;;;
40;1;5.0;;;
43;1;5.0;;;
44;1;3.0;;;
45;1;4.0;;;
46;1;5.0;;;
50;1;3.0;;;
54;1;3.0;;;
57;1;5.0;;;
63;1;5.0;;;
64;1;4.0;;;
66;1;4.0;;;
68;1;2.5;;;
71;1;5.0;;;
73;1;4.5;;;
76;1;0.5;;;
78;1;4.0;;;
82;1;2.5;;;
86;1;4.0;;;
89;1;3.0;;;
90;1;3.0;;;
91;1;4.0;;;
93;1;3.0;;;
96;1;5.0;;;
98;1;4.5;;;
103;1;4.0;;;
107;1;4.0;;;
112;1;3.0;;;
119;1;3.5;;;
121;1;4.0;;;
124;1;4.0;;;
130;1;3.0;;;
132;1;2.0;;;
134;1;3.0;;;
135;1;4.0;;;
137;1;4.0;;;
140;1;3.0;;;
141;1;4.0;;;
144;1;3.5;;;
145;1;5.0;;;
151;1;5.0;;;
153;1;2.0;;;
155;1;3.0;;;
156;1;4.0;;;
159;1;4.5;;;
160;1;4.0;;;
161;1;4.0;;;
166;1;5.0;;;
167;1;3.5;;;
169;1;4.5;;;
171;1;5.0;;;
177;1;5.0;;;
178;1;4.0;;;
179;1;4.0;;;
182;1;4.0;;;
185;1;4.0;;;
186;1;4.0;;;
191;1;4.0;;;
193;1;2.0;;;
200;1;3.5;;;
201;1;5.0;;;
202;1;4.0;;;
206;1;5.0;;;
213;1;3.5;;;
214;1;3.0;;;
216;1;3.0;;;
217;1;4.0;;;
219;1;3.5;;;
220;1;5.0;;;
223;1;3.5;;;
226;1;3.5;;;
229;1;5.0;;;
232;1;3.5;;;
233;1;3.0;;;
234;1;5.0;;;
239;1;4.0;;;
240;1;5.0;;;
247;1;5.0;;;
249;1;4.0;;;
252;1;4.5;;;
254;1;4.5;;;
263;1;4.0;;;
264;1;4.0;;;
266;1;2.0;;;
269;1;5.0;;;
270;1;5.0;;;
273;1;5.0;;;
274;1;4.0;;;
275;1;5.0;;;
276;1;4.0;;;
277;1;4.0;;;
279;1;3.0;;;
280;1;4.5;;;
282;1;4.5;;;
283;1;3.0;;;
288;1;4.5;;;
290;1;4.0;;;
291;1;4.0;;;
292;1;4.0;;;
293;1;3.0;;;
298;1;2.0;;;
304;1;5.0;;;
307;1;4.0;;;
314;1;3.0;;;
322;1;3.5;;;
323;1;3.5;;;
328;1;5.0;;;
330;1;4.0;;;
332;1;4.0;;;
334;1;3.5;;;
336;1;4.0;;;
337;1;4.0;;;
339;1;4.0;;;
341;1;5.0;;;
347;1;5.0;;;
350;1;4.0;;;
353;1;5.0;;;
357;1;5.0;;;
359;1;4.0;;;
364;1;5.0;;;
367;1;5.0;;;
372;1;3.0;;;
373;1;3.0;;;
378;1;4.5;;;
380;1;5.0;;;
381;1;3.5;;;
382;1;4.5;;;
385;1;4.0;;;
389;1;5.0;;;
391;1;3.0;;;
396;1;5.0;;;
399;1;4.0;;;
401;1;3.5;;;
411;1;5.0;;;
412;1;2.0;;;
414;1;4.0;;;
420;1;4.0;;;
422;1;4.0;;;
432;1;2.5;;;
434;1;4.0;;;
436;1;4.0;;;
438;1;4.5;;;
443;1;4.0;;;
448;1;5.0;;;
451;1;5.0;;;
453;1;5.0;;;
456;1;5.0;;;
460;1;4.5;;;
462;1;1.5;;;
468;1;4.0;;;
469;1;4.0;;;
470;1;4.0;;;
471;1;5.0;;;
474;1;4.0;;;
476;1;4.0;;;
477;1;4.0;;;
480;1;3.0;;;
483;1;4.0;;;
484;1;4.5;;;
488;1;4.5;;;
490;1;3.5;;;
492;1;4.0;;;
500;1;4.0;;;
504;1;4.0;;;
509;1;4.0;;;
514;1;4.0;;;
517;1;4.0;;;
522;1;3.0;;;
524;1;4.0;;;
525;1;4.0;;;
528;1;2.5;;;
529;1;3.0;;;
533;1;5.0;;;
534;1;4.0;;;
541;1;3.0;;;
544;1;3.0;;;
550;1;4.0;;;
555;1;4.0;;;
559;1;5.0;;;
560;1;3.0;;;
561;1;4.0;;;
562;1;4.5;;;
567;1;3.5;;;
570;1;4.0;;;
572;1;4.0;;;
573;1;5.0;;;
579;1;4.0;;;
580;1;3.0;;;
584;1;5.0;;;
587;1;5.0;;;
590;1;4.0;;;
596;1;4.0;;;
597;1;4.0;;;
599;1;3.0;;;
600;1;2.5;;;
601;1;4.0;;;
603;1;4.0;;;
604;1;3.0;;;
605;1;4.0;;;
606;1;2.5;;;
607;1;4.0;;;
608;1;2.5;;;
609;1;3.0;;;
610;1;5.0;;;
6;2;4.0;;;
8;2;4.0;;;
18;2;3.0;;;
19;2;3.0;;;
20;2;3.0;;;
21;2;3.5;;;
27;2;4.0;;;
51;2;4.5;;;
62;2;4.0;;;
68;2;2.5;;;
82;2;3.0;;;
91;2;3.0;;;
93;2;5.0;;;
94;2;4.0;;;
103;2;4.0;;;
104;2;3.0;;;
107;2;5.0;;;
112;2;1.5;;;
117;2;3.0;;;
122;2;4.0;;;
125;2;4.0;;;
135;2;3.0;;;
140;2;3.5;;;
144;2;3.0;;;
149;2;1.0;;;
153;2;2.0;;;
160;2;4.0;;;
169;2;4.0;;;
177;2;3.5;;;
186;2;4.0;;;
202;2;4.0;;;
217;2;2.0;;;
219;2;2.5;;;
221;2;3.5;;;
222;2;2.5;;;
226;2;3.0;;;
230;2;2.5;;;
232;2;4.0;;;
240;2;5.0;;;
249;2;4.0;;;
259;2;2.0;;;
274;2;3.5;;;
276;2;4.0;;;
284;2;4.0;;;
288;2;2.0;;;
294;2;3.0;;;
298;2;0.5;;;
299;2;3.0;;;
304;2;4.0;;;
305;2;3.5;;;
307;2;2.5;;;
308;2;3.0;;;
318;2;3.5;;;
321;2;5.0;;;
322;2;3.0;;;
323;2;4.0;;;
330;2;1.5;;;
347;2;3.0;;;
353;2;4.0;;;
357;2;3.0;;;
359;2;3.5;;;
373;2;3.0;;;
380;2;5.0;;;
381;2;4.0;;;
395;2;3.0;;;
411;2;4.0;;;
414;2;3.0;;;
425;2;3.0;;;
426;2;4.5;;;
432;2;4.0;;;
434;2;2.5;;;
436;2;4.0;;;
446;2;3.0;;;
447;2;5.0;;;
448;2;3.0;;;
458;2;4.0;;;
470;2;3.0;;;
474;2;3.0;;;
475;2;4.5;;;
476;2;4.0;;;
477;2;4.0;;;
480;2;3.0;;;
482;2;4.5;;;
483;2;4.0;;;
484;2;2.5;;;
489;2;2.5;;;
497;2;2.5;;;
501;2;3.0;;;
512;2;3.0;;;
517;2;3.0;;;
523;2;4.5;;;
525;2;3.5;;;
527;2;4.0;;;
534;2;4.5;;;
559;2;4.0;;;
561;2;4.0;;;
563;2;2.5;;;
566;2;4.0;;;
570;2;3.5;;;
573;2;4.5;;;
586;2;4.0;;;
590;2;2.5;;;
592;2;4.0;;;
594;2;4.0;;;
599;2;2.5;;;
600;2;4.0;;;
602;2;4.0;;;
604;2;5.0;;;
605;2;3.5;;;
608;2;2.0;;;
1;3;4.0;;;
6;3;5.0;;;
19;3;3.0;;;
32;3;3.0;;;
42;3;4.0;;;
43;3;5.0;;;
44;3;3.0;;;
51;3;4.0;;;
58;3;3.0;;;
64;3;3.5;;;
68;3;2.0;;;
91;3;3.0;;;
100;3;3.5;;;
102;3;5.0;;;
116;3;3.5;;;
117;3;3.0;;;
150;3;3.0;;;
151;3;3.0;;;
169;3;5.0;;;
179;3;4.0;;;
217;3;1.0;;;
226;3;3.5;;;
240;3;4.0;;;
269;3;4.0;;;
270;3;3.0;;;
288;3;4.0;;;
289;3;2.5;;;
294;3;1.0;;;
302;3;3.0;;;
307;3;3.5;;;
308;3;0.5;;;
321;3;3.0;;;
330;3;3.0;;;
337;3;4.0;;;
368;3;3.0;;;
410;3;4.0;;;
414;3;4.0;;;
448;3;3.0;;;
456;3;3.0;;;
470;3;3.0;;;
477;3;3.0;;;
480;3;2.5;;;
492;3;4.0;;;
501;3;5.0;;;
544;3;3.0;;;
552;3;1.0;;;
555;3;5.0;;;
588;3;3.0;;;
590;3;3.0;;;
594;3;4.0;;;
599;3;1.5;;;
608;3;2.0;;;
6;4;3.0;;;
14;4;3.0;;;
84;4;3.0;;;
162;4;3.0;;;
262;4;1.0;;;
411;4;2.0;;;
600;4;1.5;;;
6;5;5.0;;;
31;5;3.0;;;
43;5;5.0;;;
45;5;3.0;;;
58;5;4.0;;;
66;5;4.0;;;
68;5;2.0;;;
84;5;3.0;;;
103;5;4.0;;;
107;5;4.0;;;
111;5;3.5;;;
117;5;3.0;;;
120;5;4.0;;;
121;5;3.0;;;
147;5;4.5;;;
150;5;3.0;;;
169;5;5.0;;;
170;5;3.0;;;
181;5;3.0;;;
200;5;4.0;;;
229;5;3.0;;;
269;5;3.0;;;
270;5;3.0;;;
276;5;3.0;;;
288;5;2.0;;;
321;5;3.0;;;
337;5;4.0;;;
353;5;3.0;;;
389;5;4.0;;;
402;5;3.0;;;
414;5;2.0;;;
437;5;2.0;;;
448;5;3.0;;;
451;5;3.0;;;
456;5;3.0;;;
458;5;3.0;;;
470;5;3.0;;;
474;5;1.5;;;
483;5;2.5;;;
489;5;2.0;;;
490;5;0.5;;;
492;5;3.0;;;
501;5;3.0;;;
509;5;1.5;;;
521;5;3.0;;;
561;5;3.0;;;
590;5;2.0;;;
600;5;2.5;;;
604;5;3.0;;;
1;6;4.0;;;
6;6;4.0;;;
11;6;5.0;;;
18;6;4.0;;;
23;6;4.0;;;
24;6;4.5;;;
28;6;3.5;;;
32;6;3.0;;;
44;6;3.0;;;
45;6;4.0;;;
57;6;3.0;;;
62;6;4.5;;;
64;6;4.5;;;
68;6;4.0;;;
79;6;4.0;;;
82;6;3.5;;;
84;6;4.0;;;
91;6;5.0;;;
102;6;3.0;;;
105;6;4.0;;;
109;6;3.0;;;
112;6;4.5;;;
117;6;3.0;;;
121;6;5.0;;;
140;6;5.0;;;
150;6;4.0;;;
160;6;2.0;;;
166;6;3.5;;;
181;6;3.0;;;
182;6;4.5;;;
191;6;4.0;;;
195;6;4.0;;;
199;6;4.0;;;
202;6;5.0;;;
217;6;2.0;;;
219;6;3.5;;;
220;6;3.5;;;
239;6;5.0;;;
244;6;5.0;;;
266;6;4.0;;;
269;6;5.0;;;
270;6;3.0;;;
274;6;4.0;;;
282;6;4.0;;;
286;6;4.5;;;
294;6;3.0;;;
297;6;5.0;;;
305;6;3.5;;;
308;6;1.0;;;
312;6;4.0;;;
313;6;3.0;;;
314;6;3.0;;;
317;6;5.0;;;
318;6;4.0;;;
325;6;4.0;;;
336;6;4.0;;;
337;6;5.0;;;
339;6;4.0;;;
353;6;4.0;;;
362;6;4.0;;;
368;6;4.0;;;
372;6;5.0;;;
373;6;5.0;;;
380;6;5.0;;;
385;6;3.0;;;
386;6;3.0;;;
389;6;5.0;;;
391;6;4.0;;;
400;6;5.0;;;
414;6;3.0;;;
425;6;4.0;;;
434;6;4.0;;;
437;6;5.0;;;
438;6;5.0;;;
444;6;4.0;;;
451;6;4.0;;;
469;6;3.0;;;
470;6;3.0;;;
474;6;3.0;;;
480;6;4.0;;;
486;6;5.0;;;
492;6;3.0;;;
493;6;4.0;;;
501;6;3.0;;;
521;6;4.0;;;
524;6;4.0;;;
532;6;5.0;;;
553;6;5.0;;;
559;6;5.0;;;
561;6;4.0;;;
573;6;4.5;;;
577;6;4.0;;;
580;6;4.0;;;
588;6;5.0;;;
590;6;3.5;;;
592;6;3.0;;;
597;6;3.0;;;
599;6;4.5;;;
602;6;3.0;;;
603;6;4.0;;;
604;6;3.0;;;
610;6;5.0;;;
6;7;4.0;;;
14;7;3.0;;;
19;7;2.0;;;
31;7;4.0;;;
32;7;4.0;;;
33;7;1.0;;;
42;7;3.0;;;
43;7;5.0;;;
45;7;3.0;;;
51;7;4.0;;;
58;7;5.0;;;
68;7;2.0;;;
71;7;3.0;;;
84;7;3.0;;;
90;7;4.0;;;
95;7;3.0;;;
117;7;4.0;;;
150;7;3.0;;;
169;7;4.5;;;
177;7;1.0;;;
179;7;3.0;;;
181;7;3.0;;;
188;7;4.0;;;
199;7;3.0;;;
206;7;4.0;;;
257;7;1.0;;;
262;7;3.0;;;
270;7;3.0;;;
276;7;4.0;;;
280;7;4.5;;;
286;7;3.5;;;
304;7;4.0;;;
314;7;4.0;;;
337;7;3.0;;;
350;7;3.0;;;
411;7;3.0;;;
414;7;3.0;;;
451;7;3.0;;;
470;7;3.0;;;
474;7;3.0;;;
489;7;4.0;;;
492;7;3.0;;;
498;7;4.0;;;
501;7;4.0;;;
510;7;1.0;;;
513;7;3.0;;;
521;7;3.0;;;
529;7;2.0;;;
541;7;4.0;;;
566;7;4.0;;;
597;7;1.0;;;
599;7;2.5;;;
600;7;3.5;;;
606;7;2.5;;;
6;8;3.0;;;
20;8;1.0;;;
43;8;5.0;;;
274;8;3.0;;;
372;8;2.0;;;
414;8;3.0;;;
436;8;3.0;;;
501;8;3.0;;;
151;9;4.0;;;
179;9;3.0;;;
217;9;3.0;;;
269;9;2.0;;;
270;9;3.0;;;
337;9;5.0;;;
353;9;3.0;;;
364;9;3.0;;;
389;9;3.0;;;
402;9;3.0;;;
428;9;2.0;;;
437;9;3.0;;;
456;9;4.0;;;
464;9;2.5;;;
492;9;5.0;;;
599;9;1.5;;;
6;10;3.0;;;
8;10;2.0;;;
11;10;3.0;;;
19;10;2.0;;;
21;10;5.0;;;
26;10;3.0;;;
31;10;4.0;;;
34;10;5.0;;;
42;10;5.0;;;
43;10;4.0;;;
46;10;3.0;;;
56;10;4.0;;;
57;10;3.0;;;
59;10;3.0;;;
63;10;3.0;;;
68;10;4.5;;;
81;10;1.0;;;
82;10;3.5;;;
84;10;3.0;;;
91;10;3.5;;;
93;10;4.0;;;
94;10;3.0;;;
99;10;4.0;;;
104;10;3.0;;;
117;10;3.0;;;
119;10;4.0;;;
136;10;5.0;;;
144;10;3.0;;;
160;10;1.0;;;
166;10;4.5;;;
170;10;3.0;;;
173;10;3.0;;;
174;10;3.0;;;
176;10;5.0;;;
178;10;4.0;;;
181;10;2.0;;;
182;10;3.5;;;
186;10;4.0;;;
192;10;5.0;;;
195;10;4.0;;;
200;10;4.5;;;
202;10;4.0;;;
208;10;2.0;;;
217;10;4.0;;;
219;10;4.5;;;
220;10;4.0;;;
226;10;4.0;;;
229;10;4.0;;;
232;10;3.0;;;
235;10;2.0;;;
240;10;3.0;;;
243;10;5.0;;;
244;10;5.0;;;
248;10;3.5;;;
262;10;2.0;;;
274;10;4.0;;;
282;10;3.5;;;
284;10;4.0;;;
288;10;3.0;;;
292;10;3.5;;;
294;10;3.0;;;
301;10;4.0;;;
304;10;4.0;;;
307;10;2.5;;;
313;10;4.0;;;
314;10;3.0;;;
322;10;4.0;;;
331;10;3.0;;;
334;10;3.5;;;
340;10;4.0;;;
347;10;4.0;;;
349;10;4.0;;;
353;10;3.0;;;
354;10;3.5;;;
361;10;3.5;;;
368;10;3.0;;;
372;10;3.0;;;
376;10;4.5;;;
380;10;5.0;;;
385;10;3.0;;;
386;10;3.0;;;
387;10;3.5;;;
391;10;3.0;;;
395;10;3.0;;;
408;10;4.5;;;
411;10;3.0;;;
414;10;3.0;;;
419;10;3.5;;;
425;10;3.0;;;
434;10;3.5;;;
438;10;4.0;;;
441;10;4.5;;;
446;10;3.0;;;
447;10;3.0;;;
448;10;4.0;;;
452;10;4.0;;;
453;10;2.0;;;
458;10;4.0;;;
462;10;3.0;;;
469;10;2.0;;;
470;10;3.0;;;
476;10;3.0;;;
480;10;4.0;;;
483;10;2.0;;;
485;10;4.0;;;
486;10;4.0;;;
489;10;2.5;;;
498;10;3.0;;;
501;10;4.0;;;
517;10;0.5;;;
520;10;4.0;;;
522;10;4.5;;;
524;10;4.0;;;
531;10;4.0;;;
534;10;4.0;;;
541;10;4.0;;;
557;10;4.5;;;
559;10;3.0;;;
566;10;3.0;;;
569;10;4.0;;;
570;10;3.5;;;
573;10;4.5;;;
580;10;3.5;;;
584;10;5.0;;;
588;10;3.0;;;
590;10;3.5;;;
592;10;3.0;;;
597;10;3.0;;;
599;10;3.5;;;
602;10;3.0;;;
608;10;4.0;;;
609;10;4.0;;;
6;11;4.0;;;
8;11;4.0;;;
33;11;2.0;;;
35;11;4.0;;;
38;11;5.0;;;
42;11;5.0;;;
43;11;4.0;;;
45;11;3.0;;;
56;11;4.0;;;
57;11;3.0;;;
68;11;4.5;;;
84;11;4.0;;;
89;11;2.5;;;
94;11;3.0;;;
100;11;4.0;;;
107;11;5.0;;;
109;11;4.0;;;
113;11;3.0;;;
117;11;4.0;;;
121;11;4.0;;;
140;11;4.0;;;
156;11;3.0;;;
169;11;4.0;;;
174;11;5.0;;;
177;11;3.0;;;
181;11;5.0;;;
199;11;4.0;;;
201;11;4.0;;;
202;11;4.0;;;
235;11;4.0;;;
239;11;5.0;;;
263;11;4.0;;;
290;11;4.0;;;
304;11;5.0;;;
314;11;5.0;;;
322;11;4.0;;;
345;11;2.5;;;
347;11;4.0;;;
353;11;4.0;;;
357;11;3.5;;;
372;11;4.0;;;
373;11;2.0;;;
387;11;2.5;;;
404;11;4.0;;;
410;11;3.0;;;
411;11;4.0;;;
414;11;5.0;;;
438;11;4.0;;;
446;11;4.0;;;
455;11;4.0;;;
469;11;3.0;;;
474;11;2.5;;;
476;11;3.0;;;
489;11;1.5;;;
500;11;1.0;;;
501;11;3.0;;;
514;11;4.0;;;
530;11;4.0;;;
541;11;4.0;;;
566;11;5.0;;;
570;11;3.5;;;
579;11;3.0;;;
587;11;4.0;;;
590;11;3.0;;;
594;11;5.0;;;
597;11;3.0;;;
599;11;2.5;;;
602;11;3.0;;;
606;11;2.5;;;
607;11;3.0;;;
19;12;1.0;;;
44;12;1.0;;;
120;12;3.0;;;
151;12;3.0;;;
217;12;3.0;;;
273;12;1.0;;;
274;12;3.5;;;
276;12;4.0;;;
288;12;2.0;;;
294;12;1.0;;;
337;12;3.0;;;
350;12;3.0;;;
351;12;5.0;;;
380;12;4.0;;;
448;12;2.0;;;
492;12;3.0;;;
524;12;1.0;;;
571;12;1.0;;;
599;12;1.5;;;
6;13;3.0;;;
19;13;3.0;;;
20;13;4.0;;;
288;13;2.0;;;
304;13;4.0;;;
328;13;3.0;;;
476;13;3.0;;;
509;13;3.0;;;
84;14;4.0;;;
90;14;5.0;;;
109;14;4.0;;;
182;14;4.0;;;
206;14;4.0;;;
270;14;5.0;;;
302;14;4.0;;;
337;14;3.0;;;
372;14;4.0;;;
385;14;3.0;;;
437;14;3.0;;;
470;14;4.0;;;
474;14;3.0;;;
492;14;3.0;;;
521;14;4.0;;;
544;14;3.0;;;
602;14;5.0;;;
604;14;4.0;;;
6;15;4.0;;;
19;15;2.0;;;
93;15;4.0;;;
136;15;5.0;;;
284;15;4.0;;;
314;15;2.0;;;
414;15;2.0;;;
501;15;1.0;;;
541;15;3.0;;;
559;15;3.0;;;
592;15;4.0;;;
599;15;1.5;;;
606;15;3.5;;;
6;16;4.0;;;
18;16;4.5;;;
28;16;2.5;;;
42;16;5.0;;;
61;16;4.0;;;
64;16;5.0;;;
68;16;3.5;;;
88;16;4.5;;;
91;16;4.5;;;
100;16;4.5;;;
103;16;5.0;;;
105;16;4.5;;;
109;16;4.0;;;
111;16;4.5;;;
112;16;4.5;;;
121;16;5.0;;;
136;16;5.0;;;
162;16;5.0;;;
177;16;3.0;;;
181;16;3.0;;;
182;16;5.0;;;
187;16;4.0;;;
191;16;4.0;;;
195;16;4.0;;;
201;16;4.0;;;
226;16;4.5;;;
239;16;4.5;;;
240;16;3.0;;;
257;16;3.5;;;
261;16;4.0;;;
266;16;5.0;;;
274;16;4.5;;;
282;16;4.0;;;
287;16;2.0;;;
289;16;4.5;;;
298;16;4.0;;;
303;16;2.5;;;
305;16;4.5;;;
307;16;4.5;;;
310;16;1.0;;;
311;16;2.5;;;
312;16;4.0;;;
317;16;5.0;;;
330;16;3.5;;;
332;16;3.5;;;
337;16;4.0;;;
339;16;4.5;;;
357;16;3.5;;;
362;16;4.0;;;
368;16;4.0;;;
372;16;4.0;;;
373;16;4.0;;;
380;16;3.0;;;
385;16;3.0;;;
386;16;4.0;;;
405;16;4.0;;;
413;16;5.0;;;
414;16;3.0;;;
427;16;4.0;;;
437;16;5.0;;;
444;16;4.0;;;
446;16;3.0;;;
448;16;5.0;;;
453;16;3.0;;;
462;16;3.5;;;
464;16;4.5;;;
474;16;4.0;;;
480;16;4.0;;;
482;16;2.0;;;
483;16;4.0;;;
501;16;3.0;;;
510;16;1.0;;;
514;16;3.5;;;
553;16;5.0;;;
580;16;4.5;;;
585;16;5.0;;;
588;16;4.0;;;
599;16;3.0;;;
602;16;3.0;;;
603;16;4.0;;;
608;16;4.5;;;
610;16;4.5;;;
6;17;4.0;;;
31;17;3.0;;;
33;17;4.0;;;
38;17;3.0;;;
40;17;5.0;;;
54;17;3.0;;;
68;17;3.5;;;
71;17;1.0;;;
84;17;5.0;;;
90;17;5.0;;;
94;17;1.0;;;
100;17;4.5;;;
112;17;0.5;;;
117;17;3.0;;;
132;17;3.0;;;
144;17;4.0;;;
156;17;4.0;;;
162;17;5.0;;;
166;17;4.0;;;
173;17;4.0;;;
182;17;4.0;;;
191;17;5.0;;;
198;17;3.0;;;
206;17;5.0;;;
214;17;3.0;;;
227;17;3.5;;;
246;17;5.0;;;
262;17;3.0;;;
263;17;5.0;;;
266;17;1.0;;;
270;17;4.0;;;
275;17;5.0;;;
288;17;3.5;;;
301;17;4.0;;;
302;17;5.0;;;
304;17;3.0;;;
314;17;4.0;;;
323;17;3.5;;;
337;17;4.0;;;
346;17;4.0;;;
350;17;2.0;;;
357;17;5.0;;;
389;17;4.0;;;
404;17;4.0;;;
412;17;5.0;;;
414;17;4.0;;;
437;17;4.0;;;
445;17;3.5;;;
446;17;5.0;;;
451;17;5.0;;;
474;17;5.0;;;
488;17;5.0;;;
489;17;4.5;;;
501;17;3.0;;;
509;17;3.0;;;
517;17;0.5;;;
566;17;5.0;;;
572;17;5.0;;;
579;17;5.0;;;
590;17;3.5;;;
594;17;4.0;;;
597;17;3.0;;;
599;17;3.5;;;
600;17;3.5;;;
603;17;3.0;;;
604;17;4.0;;;
606;17;4.0;;;
44;18;4.0;;;
66;18;4.0;;;
68;18;2.0;;;
95;18;3.5;;;
103;18;5.0;;;
109;18;3.0;;;
179;18;4.0;;;
182;18;5.0;;;
256;18;5.0;;;
295;18;3.5;;;
307;18;3.0;;;
318;18;3.0;;;
380;18;4.0;;;
414;18;3.0;;;
483;18;4.0;;;
489;18;2.0;;;
501;18;5.0;;;
521;18;4.0;;;
599;18;3.0;;;
606;18;4.0;;;
6;19;2.0;;;
14;19;1.0;;;
19;19;2.0;;;
21;19;2.5;;;
40;19;2.0;;;
42;19;2.0;;;
45;19;4.5;;;
56;19;5.0;;;
58;19;1.0;;;
64;19;3.5;;;
66;19;3.0;;;
68;19;1.5;;;
91;19;2.0;;;
94;19;2.0;;;
100;19;1.0;;;
103;19;3.5;;;
112;19;4.0;;;
117;19;2.0;;;
121;19;2.0;;;
122;19;3.5;;;
136;19;3.0;;;
139;19;1.0;;;
141;19;2.0;;;
144;19;3.0;;;
156;19;3.0;;;
177;19;2.0;;;
179;19;3.0;;;
200;19;3.5;;;
217;19;1.0;;;
219;19;2.5;;;
222;19;3.5;;;
226;19;3.5;;;
229;19;3.0;;;
240;19;5.0;;;
249;19;3.5;;;
274;19;4.0;;;
276;19;4.0;;;
280;19;3.0;;;
284;19;4.0;;;
292;19;1.5;;;
294;19;2.0;;;
307;19;4.0;;;
308;19;1.0;;;
318;19;3.5;;;
321;19;3.0;;;
323;19;2.5;;;
325;19;2.0;;;
347;19;4.0;;;
353;19;4.0;;;
357;19;2.0;;;
369;19;4.0;;;
373;19;1.0;;;
376;19;2.0;;;
377;19;2.0;;;
379;19;2.0;;;
380;19;5.0;;;
381;19;2.5;;;
408;19;3.5;;;
428;19;1.0;;;
432;19;2.0;;;
438;19;3.0;;;
448;19;2.0;;;
470;19;3.0;;;
475;19;4.0;;;
477;19;3.0;;;
480;19;1.5;;;
483;19;3.5;;;
489;19;2.0;;;
495;19;4.5;;;
497;19;4.0;;;
509;19;4.0;;;
520;19;1.0;;;
524;19;3.0;;;
534;19;4.0;;;
541;19;2.0;;;
552;19;3.5;;;
555;19;3.0;;;
559;19;2.0;;;
565;19;3.0;;;
584;19;3.0;;;
590;19;2.0;;;
592;19;4.0;;;
599;19;3.0;;;
600;19;3.0;;;
602;19;2.0;;;
604;19;1.0;;;
606;19;2.0;;;
608;19;2.0;;;
78;20;3.0;;;
199;20;2.0;;;
217;20;2.0;;;
239;20;3.5;;;
249;20;3.5;;;
274;20;3.5;;;
284;20;1.0;;;
326;20;3.5;;;
386;20;2.0;;;
448;20;3.0;;;
464;20;4.0;;;
501;20;1.0;;;
524;20;2.0;;;
588;20;2.0;;;
599;20;1.5;;;
4;21;3.0;;;
5;21;4.0;;;
6;21;2.0;;;
8;21;4.0;;;
28;21;3.0;;;
32;21;4.0;;;
33;21;4.0;;;
35;21;5.0;;;
38;21;3.0;;;
40;21;4.0;;;
42;21;4.0;;;
45;21;4.0;;;
54;21;3.0;;;
57;21;3.0;;;
58;21;4.0;;;
66;21;4.0;;;
84;21;4.0;;;
91;21;4.0;;;
94;21;3.0;;;
102;21;3.0;;;
109;21;3.0;;;
112;21;2.0;;;
115;21;4.0;;;
117;21;4.0;;;
135;21;3.0;;;
140;21;4.0;;;
156;21;5.0;;;
181;21;2.0;;;
182;21;2.5;;;
191;21;4.0;;;
199;21;4.0;;;
216;21;3.0;;;
219;21;3.5;;;
229;21;4.0;;;
235;21;4.0;;;
239;21;4.0;;;
242;21;3.0;;;
262;21;3.0;;;
266;21;4.0;;;
273;21;5.0;;;
275;21;5.0;;;
284;21;3.0;;;
288;21;4.0;;;
294;21;3.0;;;
301;21;4.0;;;
302;21;4.0;;;
304;21;4.0;;;
307;21;2.5;;;
308;21;1.0;;;
314;21;3.0;;;
321;21;3.0;;;
356;21;3.5;;;
368;21;3.0;;;
372;21;3.0;;;
373;21;1.0;;;
379;21;2.0;;;
380;21;2.0;;;
385;21;5.0;;;
386;21;4.0;;;
404;21;3.0;;;
410;21;3.0;;;
411;21;4.0;;;
414;21;4.0;;;
438;21;3.5;;;
444;21;4.0;;;
446;21;3.0;;;
448;21;2.0;;;
453;21;3.0;;;
458;21;5.0;;;
462;21;4.0;;;
470;21;3.0;;;
474;21;4.0;;;
480;21;2.5;;;
486;21;4.0;;;
489;21;2.5;;;
501;21;3.0;;;
524;21;3.0;;;
555;21;4.0;;;
565;21;3.0;;;
566;21;4.0;;;
572;21;5.0;;;
587;21;4.0;;;
588;21;3.0;;;
592;21;3.0;;;
597;21;5.0;;;
599;21;4.0;;;
602;21;4.0;;;
603;21;5.0;;;
608;21;3.5;;;
